publicacion_id;titulo;linea;visitas_30d;stock;costo_unitario;capital_parado;precio_venta;link
MCO612898703;"Guante Algodón Blanco Niños Adultos Formal Toda Ocasión";ceremonia;3;11;4000;44000;20900;https://articulo.mercadolibre.com.co/MCO-612898703-guante-algodon-blanco-ninos-adultos-formal-toda-ocasion-_JM
MCO2506923516;"Collar Y Aretes Colgante Circonia De Cristal Para Mujer";accesorios;3;7;4902;34314;55900;https://articulo.mercadolibre.com.co/MCO-2506923516-collar-y-aretes-colgante-circonia-de-cristal-para-mujer-_JM
MCO1559564886;"Pantalón Jean Licrado Negro Para Niño";ceremonia;3;1;30000;30000;112900;https://articulo.mercadolibre.com.co/MCO-1559564886-pantalon-jean-licrado-negro-para-nino-_JM
MCO1850552993;"Juego Tiara Collar Aretes Plateado Novia Quinceañera Elegant Plateado";ceremonia;3;1;19000;19000;125000;https://articulo.mercadolibre.com.co/MCO-1850552993-juego-tiara-collar-aretes-plateado-novia-quinceanera-elegant-plateado-_JM
MCO2208923306;"Mentonera De Nailon Anti Ronquido ";accesorios;3;2;6622;13244;29800;https://articulo.mercadolibre.com.co/MCO-2208923306-mentonera-de-nailon-anti-ronquido-_JM
MCO1976460307;"Anillo Girasol Giratorio + Collar + Caja Regalo Ajustable Dorado Ajustable";accesorios;3;4;0;0;84900;https://articulo.mercadolibre.com.co/MCO-1976460307-anillo-girasol-giratorio-collar-caja-regalo-ajustable-dorado-ajustable-_JM
MCO1341410871;"Liguero De Encaje Para Mujer Accesorio De Boda Blanco";accesorios;3;7;0;0;39900;https://articulo.mercadolibre.com.co/MCO-1341410871-liguero-de-encaje-para-mujer-accesorio-de-boda-blanco-_JM
MCO1959820343;"Set Collar Y Aretes Elegante Diseño Floral Negro Plateado Plateado";accesorios;3;1;0;0;59400;https://articulo.mercadolibre.com.co/MCO-1959820343-set-collar-y-aretes-elegante-diseno-floral-negro-plateado-plateado-_JM
MCO4230652872;"Anillo De Promesa Para Mujer En Plata Y Oro 18k Laminado Complicidad 7";accesorios;3;1;0;0;178000;https://articulo.mercadolibre.com.co/MCO-4230652872-anillo-de-promesa-para-mujer-en-plata-y-oro-18k-laminado-complicidad-7-_JM
MCO977489323;"Tiara Corona Tocado Mujer Sepia Primera Comunión Metal";ceremonia;2;28;13706;383768;59800;https://articulo.mercadolibre.com.co/MCO-977489323-tiara-corona-tocado-mujer-sepia-primera-comunion-metal-_JM
MCO611878092;"Sandalia Negra";ceremonia;2;2;32000;64000;88800;https://articulo.mercadolibre.com.co/MCO-611878092-sandalia-negra-_JM
MCO3479783230;"Collar Vintage Tridente Poseidón Elegante";accesorios;2;6;6690;40140;35900;https://articulo.mercadolibre.com.co/MCO-3479783230-collar-vintage-tridente-poseidon-elegante-_JM
MCO611883224;"Cintas Para Primera Comunión Blanco Inscripción Dorada / Motivo Eucarístico";ceremonia;2;6;4000;24000;29900;https://articulo.mercadolibre.com.co/MCO-611883224-cintas-para-primera-comunion-blanco-inscripcion-dorada-motivo-eucaristico-_JM
MCO902494422;"Pinza Para El Pelo Flores Y Perlas De Cristal Para Novia Blanco";ceremonia;2;6;3654;21924;45900;https://articulo.mercadolibre.com.co/MCO-902494422-pinza-para-el-pelo-flores-y-perlas-de-cristal-para-novia-blanco-_JM
MCO2908157008;"Capa Impermeable Lluvia Perro Mascotas Lluvia";accesorios;2;1;15500;15500;59900;https://articulo.mercadolibre.com.co/MCO-2908157008-capa-impermeable-lluvia-perro-mascotas-lluvia-_JM
MCO2256331024;"Aretes Para Mujer Perlas Colgantes  Plateado";accesorios;2;6;2521;15126;21800;https://articulo.mercadolibre.com.co/MCO-2256331024-aretes-para-mujer-perlas-colgantes-plateado-_JM
MCO2064456075;"Anillo De 15 Años En Plata 975 Nacional Y Oro Laminado Palacio 7.5";accesorios;2;1;0;0;185000;https://articulo.mercadolibre.com.co/MCO-2064456075-anillo-de-15-anos-en-plata-975-nacional-y-oro-laminado-palacio-75-_JM
MCO4230741520;"Anillo En Plata 975 Para Mujer Promesa Elegante Nacional Unión Lila 8";accesorios;2;1;0;0;125000;https://articulo.mercadolibre.com.co/MCO-4230741520-anillo-en-plata-975-para-mujer-promesa-elegante-nacional-union-lila-8-_JM
MCO4230741522;"Anillo En Plata 975 Para Mujer Promesa Elegante Nacional Ilusión Verde 8.5";accesorios;2;1;0;0;125000;https://articulo.mercadolibre.com.co/MCO-4230741522-anillo-en-plata-975-para-mujer-promesa-elegante-nacional-ilusion-verde-85-_JM
MCO4230738896;"Anillo De Promesa Para Mujer En Plata Y Oro 18k Laminado Promesa 8";accesorios;2;1;0;0;178000;https://articulo.mercadolibre.com.co/MCO-4230738896-anillo-de-promesa-para-mujer-en-plata-y-oro-18k-laminado-promesa-8-_JM
MCO2064432239;"Anillo De 15 Años En Plata 975 Nacional Y Oro Laminado Promesa 15 7";accesorios;2;1;0;0;185000;https://articulo.mercadolibre.com.co/MCO-2064432239-anillo-de-15-anos-en-plata-975-nacional-y-oro-laminado-promesa-15-7-_JM
MCO4230741512;"Anillo En Plata 975 Para Mujer Promesa Elegante Nacional Lealtad 5.5";accesorios;2;1;0;0;125000;https://articulo.mercadolibre.com.co/MCO-4230741512-anillo-en-plata-975-para-mujer-promesa-elegante-nacional-lealtad-55-_JM
MCO4230652870;"Anillo De Promesa Para Mujer En Plata Y Oro 18k Laminado Entrega 8";accesorios;2;1;0;0;178000;https://articulo.mercadolibre.com.co/MCO-4230652870-anillo-de-promesa-para-mujer-en-plata-y-oro-18k-laminado-entrega-8-_JM
MCO4230655496;"Anillo En Plata 975 Para Mujer Promesa Elegante Nacional Plenitud 7";accesorios;2;1;0;0;125000;https://articulo.mercadolibre.com.co/MCO-4230655496-anillo-en-plata-975-para-mujer-promesa-elegante-nacional-plenitud-7-_JM
MCO4230655508;"Anillo En Plata 975 Para Mujer Promesa Elegante Nacional Destino Verde 5.5";accesorios;2;1;0;0;125000;https://articulo.mercadolibre.com.co/MCO-4230655508-anillo-en-plata-975-para-mujer-promesa-elegante-nacional-destino-verde-55-_JM
MCO4230652884;"Anillo De Promesa Para Mujer En Plata Y Oro 18k Laminado Eternidad 8";accesorios;2;1;0;0;178000;https://articulo.mercadolibre.com.co/MCO-4230652884-anillo-de-promesa-para-mujer-en-plata-y-oro-18k-laminado-eternidad-8-_JM
MCO4230655506;"Anillo En Plata 975 Para Mujer Promesa Elegante Nacional Ilusión 7";accesorios;2;1;0;0;125000;https://articulo.mercadolibre.com.co/MCO-4230655506-anillo-en-plata-975-para-mujer-promesa-elegante-nacional-ilusion-7-_JM
MCO2068000681;"Anillo De Plata 975 Laminado En Oro Para Hombre Con Zirconio Cronos 11";accesorios;2;1;0;0;198000;https://articulo.mercadolibre.com.co/MCO-2068000681-anillo-de-plata-975-laminado-en-oro-para-hombre-con-zirconio-cronos-11-_JM
MCO2067988211;"Anillo De Plata 975 Laminado En Oro Para Hombre Con Zirconio Titan Azul 10";accesorios;2;1;0;0;198000;https://articulo.mercadolibre.com.co/MCO-2067988211-anillo-de-plata-975-laminado-en-oro-para-hombre-con-zirconio-titan-azul-10-_JM
MCO2068000679;"Anillo De Plata 975 Laminado En Oro Para Hombre Con Zirconio Cronos 10";accesorios;2;2;0;0;198000;https://articulo.mercadolibre.com.co/MCO-2068000679-anillo-de-plata-975-laminado-en-oro-para-hombre-con-zirconio-cronos-10-_JM
MCO2068290721;"Anillo Para Mujer Elegante Plata 975 Laminado Oro Estuche Kilonova 8";accesorios;2;1;0;0;185000;https://articulo.mercadolibre.com.co/MCO-2068290721-anillo-para-mujer-elegante-plata-975-laminado-oro-estuche-kilonova-8-_JM
MCO908412511;"Tocado Tiara Corona Para Novia  Quinceañera Primera Comunión Plateado";ceremonia;1;14;9373;131222;55000;https://articulo.mercadolibre.com.co/MCO-908412511-tocado-tiara-corona-para-novia-quinceanera-primera-comunion-plateado-_JM
MCO1795704215;"Collar Dije Cadena Leopardo Acero Inoxidable Elegante";accesorios;1;6;10626;63756;55900;https://articulo.mercadolibre.com.co/MCO-1795704215-collar-dije-cadena-leopardo-acero-inoxidable-elegante-_JM
MCO2203141136;"Toalla Turbante Para Pelo Microfibra Para Secar Cabello";accesorios;1;4;5853;23412;27800;https://articulo.mercadolibre.com.co/MCO-2203141136-toalla-turbante-para-pelo-microfibra-para-secar-cabello-_JM
MCO2200347182;"Camisón De Encaje Lenceria Sexy ";accesorios;1;1;19103;19103;58800;https://articulo.mercadolibre.com.co/MCO-2200347182-camison-de-encaje-lenceria-sexy-_JM
MCO1436814037;"Cadena Para La Cintura Con Decoración Para Dama Elegante Plateado";accesorios;1;2;8500;17000;42800;https://articulo.mercadolibre.com.co/MCO-1436814037-cadena-para-la-cintura-con-decoracion-para-dama-elegante-plateado-_JM
MCO585628863;"Zapato De Fiesta Niña -elegante -bautizo - Primera Comunión";ceremonia;1;28;0;0;115900;https://articulo.mercadolibre.com.co/MCO-585628863-zapato-de-fiesta-nina-elegante-bautizo-primera-comunion-_JM
MCO2064456067;"Anillo De 15 Años En Plata 975 Nacional Y Oro Laminado Castillo 15 6.6";accesorios;1;1;0;0;185000;https://articulo.mercadolibre.com.co/MCO-2064456067-anillo-de-15-anos-en-plata-975-nacional-y-oro-laminado-castillo-15-66-_JM
MCO2064456071;"Anillo De 15 Años En Plata 975 Nacional Y Oro Laminado Hechizo 15 6";accesorios;1;1;0;0;185000;https://articulo.mercadolibre.com.co/MCO-2064456071-anillo-de-15-anos-en-plata-975-nacional-y-oro-laminado-hechizo-15-6-_JM
MCO4223139046;"Anillo De 15 Años En Plata 975 Nacional Y Oro Laminado Majestad 7.5";accesorios;1;1;0;0;185000;https://articulo.mercadolibre.com.co/MCO-4223139046-anillo-de-15-anos-en-plata-975-nacional-y-oro-laminado-majestad-75-_JM
MCO4223139048;"Anillo De 15 Años En Plata 975 Nacional Y Oro Laminado Tiara 15 6";ceremonia;1;1;0;0;185000;https://articulo.mercadolibre.com.co/MCO-4223139048-anillo-de-15-anos-en-plata-975-nacional-y-oro-laminado-tiara-15-6-_JM
MCO2064456079;"Anillo De 15 Años En Plata 975 Nacional Y Oro Laminado Vals 15 6.5";accesorios;1;1;0;0;185000;https://articulo.mercadolibre.com.co/MCO-2064456079-anillo-de-15-anos-en-plata-975-nacional-y-oro-laminado-vals-15-65-_JM
MCO2064456077;"Anillo De 15 Años En Plata 975 Nacional Y Oro Laminado Encanto 15 6";accesorios;1;1;0;0;185000;https://articulo.mercadolibre.com.co/MCO-2064456077-anillo-de-15-anos-en-plata-975-nacional-y-oro-laminado-encanto-15-6-_JM
MCO2064456083;"Anillo De 15 Años En Plata 975 Nacional Y Oro Laminado Carruaje 15 Lila 6.5";accesorios;1;1;0;0;185000;https://articulo.mercadolibre.com.co/MCO-2064456083-anillo-de-15-anos-en-plata-975-nacional-y-oro-laminado-carruaje-15-lila-65-_JM
MCO2064456081;"Anillo De 15 Años En Plata 975 Nacional Y Oro Laminado Palacio 8.5";accesorios;1;1;0;0;185000;https://articulo.mercadolibre.com.co/MCO-2064456081-anillo-de-15-anos-en-plata-975-nacional-y-oro-laminado-palacio-85-_JM
MCO2064456073;"Anillo De 15 Años En Plata 975 Nacional Y Oro Laminado Alteza 15 8";accesorios;1;1;0;0;185000;https://articulo.mercadolibre.com.co/MCO-2064456073-anillo-de-15-anos-en-plata-975-nacional-y-oro-laminado-alteza-15-8-_JM
MCO4230741516;"Anillo En Plata 975 Para Mujer Promesa Elegante Nacional Destino 6";accesorios;1;2;0;0;125000;https://articulo.mercadolibre.com.co/MCO-4230741516-anillo-en-plata-975-para-mujer-promesa-elegante-nacional-destino-6-_JM
MCO4230704880;"Anillo En Plata 975 Para Mujer Promesa Elegante Nacional Anhelo 6";accesorios;1;1;0;0;125000;https://articulo.mercadolibre.com.co/MCO-4230704880-anillo-en-plata-975-para-mujer-promesa-elegante-nacional-anhelo-6-_JM
MCO4230738898;"Anillo De Promesa Para Mujer En Plata Y Oro 18k Laminado Complicidad 8";accesorios;1;1;0;0;178000;https://articulo.mercadolibre.com.co/MCO-4230738898-anillo-de-promesa-para-mujer-en-plata-y-oro-18k-laminado-complicidad-8-_JM
MCO4230704882;"Anillo En Plata 975 Para Mujer Promesa Elegante Nacional Confianza 8.5";accesorios;1;1;0;0;125000;https://articulo.mercadolibre.com.co/MCO-4230704882-anillo-en-plata-975-para-mujer-promesa-elegante-nacional-confianza-85-_JM
MCO4230738894;"Anillo De Promesa Para Mujer En Plata Y Oro 18k Laminado Anhelo 7";accesorios;1;1;0;0;178000;https://articulo.mercadolibre.com.co/MCO-4230738894-anillo-de-promesa-para-mujer-en-plata-y-oro-18k-laminado-anhelo-7-_JM
MCO4230741518;"Anillo En Plata 975 Para Mujer Promesa Elegante Nacional Anhelo 7";accesorios;1;1;0;0;125000;https://articulo.mercadolibre.com.co/MCO-4230741518-anillo-en-plata-975-para-mujer-promesa-elegante-nacional-anhelo-7-_JM
MCO4230741510;"Anillo En Plata 975 Para Mujer Promesa Elegante Nacional Ternura 9";accesorios;1;1;0;0;125000;https://articulo.mercadolibre.com.co/MCO-4230741510-anillo-en-plata-975-para-mujer-promesa-elegante-nacional-ternura-9-_JM
MCO4230704886;"Anillo En Plata 975 Para Mujer Promesa Elegante Nacional Devoción 7.5";accesorios;1;1;0;0;125000;https://articulo.mercadolibre.com.co/MCO-4230704886-anillo-en-plata-975-para-mujer-promesa-elegante-nacional-devocion-75-_JM
MCO4230655504;"Anillo En Plata 975 Para Mujer Promesa Elegante Nacional Fidelidad 8.5";accesorios;1;1;0;0;125000;https://articulo.mercadolibre.com.co/MCO-4230655504-anillo-en-plata-975-para-mujer-promesa-elegante-nacional-fidelidad-85-_JM
MCO4230655510;"Anillo En Plata 975 Para Mujer Promesa Elegante Nacional Devoción 6";accesorios;1;1;0;0;125000;https://articulo.mercadolibre.com.co/MCO-4230655510-anillo-en-plata-975-para-mujer-promesa-elegante-nacional-devocion-6-_JM
MCO4230702312;"Anillo De Promesa Para Mujer En Plata Y Oro 18k Laminado Eternidad 6";accesorios;1;1;0;0;178000;https://articulo.mercadolibre.com.co/MCO-4230702312-anillo-de-promesa-para-mujer-en-plata-y-oro-18k-laminado-eternidad-6-_JM
MCO4230652880;"Anillo De Promesa Para Mujer En Plata Y Oro 18k Laminado Entrega 6";accesorios;1;1;0;0;178000;https://articulo.mercadolibre.com.co/MCO-4230652880-anillo-de-promesa-para-mujer-en-plata-y-oro-18k-laminado-entrega-6-_JM
MCO4230655498;"Anillo En Plata 975 Para Mujer Promesa Elegante Nacional Fidelidad 8";accesorios;1;1;0;0;125000;https://articulo.mercadolibre.com.co/MCO-4230655498-anillo-en-plata-975-para-mujer-promesa-elegante-nacional-fidelidad-8-_JM
MCO4230655494;"Anillo En Plata 975 Para Mujer Promesa Elegante Nacional Ternura 7";accesorios;1;1;0;0;125000;https://articulo.mercadolibre.com.co/MCO-4230655494-anillo-en-plata-975-para-mujer-promesa-elegante-nacional-ternura-7-_JM
MCO2068290715;"Anillo Para Mujer Elegante Plata 975 Laminado Oro Estuche Andrómeda 7";accesorios;1;1;0;0;185000;https://articulo.mercadolibre.com.co/MCO-2068290715-anillo-para-mujer-elegante-plata-975-laminado-oro-estuche-andromeda-7-_JM
MCO2068278403;"Anillo Para Mujer Elegante Plata 975 Laminado Oro Estuche Eclipse 7";accesorios;1;1;0;0;185000;https://articulo.mercadolibre.com.co/MCO-2068278403-anillo-para-mujer-elegante-plata-975-laminado-oro-estuche-eclipse-7-_JM
MCO2067925449;"Anillo De Plata 975 Laminado En Oro Para Hombre Con Zirconio Zeus 9";accesorios;1;1;0;0;198000;https://articulo.mercadolibre.com.co/MCO-2067925449-anillo-de-plata-975-laminado-en-oro-para-hombre-con-zirconio-zeus-9-_JM
MCO2506951786;"Collar Con Diamantes De Imitación De Gota De Agua Para Mujer";accesorios;0;3;10154;30462;49900;https://articulo.mercadolibre.com.co/MCO-2506951786-collar-con-diamantes-de-imitacion-de-gota-de-agua-para-mujer-_JM
MCO1103946086;"Tiara Tocado Cabello Diadema Corona Novia Primera Comunión Blanco";ceremonia;0;3;8596;25788;43800;https://articulo.mercadolibre.com.co/MCO-1103946086-tiara-tocado-cabello-diadema-corona-novia-primera-comunion-blanco-_JM
MCO1341436359;"Liguero De Encaje Para Mujer Accesorio De Boda Blanco";accesorios;0;3;8373;25119;31900;https://articulo.mercadolibre.com.co/MCO-1341436359-liguero-de-encaje-para-mujer-accesorio-de-boda-blanco-_JM
MCO2200325212;"Conjunto De Lencería Erótica Sexy  ";accesorios;0;1;18173;18173;56900;https://articulo.mercadolibre.com.co/MCO-2200325212-conjunto-de-lenceria-erotica-sexy-_JM
MCO1292257727;"Accesorios Tocado Para Novia Quinceañera Primera Comunión  Plateado";ceremonia;0;3;5641;16923;28900;https://articulo.mercadolibre.com.co/MCO-1292257727-accesorios-tocado-para-novia-quinceanera-primera-comunion-plateado-_JM
MCO1925465758;"Accesorio Tocado Para El Cabello Vincha Diadema Tiara Plateado";ceremonia;0;1;11600;11600;48800;https://articulo.mercadolibre.com.co/MCO-1925465758-accesorio-tocado-para-el-cabello-vincha-diadema-tiara-plateado-_JM
MCO1850552995;"Juego Tiara Collar Aretes Plateado Novia Quinceañera Elegant Plateado 3";ceremonia;0;1;0;0;125000;https://articulo.mercadolibre.com.co/MCO-1850552995-juego-tiara-collar-aretes-plateado-novia-quinceanera-elegant-plateado-3-_JM
MCO1795728731;"Collar Dije Demonio Japones Diablo Acero Color Plata Dorado";accesorios;0;3;0;0;45900;https://articulo.mercadolibre.com.co/MCO-1795728731-collar-dije-demonio-japones-diablo-acero-color-plata-dorado-_JM
MCO2064456069;"Anillo De 15 Años En Plata 975 Nacional Y Oro Laminado Suspiro 15 8";accesorios;0;1;0;0;185000;https://articulo.mercadolibre.com.co/MCO-2064456069-anillo-de-15-anos-en-plata-975-nacional-y-oro-laminado-suspiro-15-8-_JM
MCO4223139036;"Anillo De 15 Años En Plata 975 Nacional Y Oro Laminado Carruaje 15 Rosado 5.5";accesorios;0;1;0;0;185000;https://articulo.mercadolibre.com.co/MCO-4223139036-anillo-de-15-anos-en-plata-975-nacional-y-oro-laminado-carruaje-15-rosado-55-_JM
MCO4223139050;"Anillo De 15 Años En Plata 975 Nacional Y Oro Laminado Corona 8";ceremonia;0;1;0;0;185000;https://articulo.mercadolibre.com.co/MCO-4223139050-anillo-de-15-anos-en-plata-975-nacional-y-oro-laminado-corona-8-_JM
MCO4223139038;"Anillo De 15 Años En Plata 975 Nacional Y Oro Laminado Carruaje 15 Plata 7";accesorios;0;1;0;0;185000;https://articulo.mercadolibre.com.co/MCO-4223139038-anillo-de-15-anos-en-plata-975-nacional-y-oro-laminado-carruaje-15-plata-7-_JM
MCO4223139042;"Anillo De 15 Años En Plata 975 Nacional Y Oro Laminado Ensueño 15 7.5";accesorios;0;1;0;0;185000;https://articulo.mercadolibre.com.co/MCO-4223139042-anillo-de-15-anos-en-plata-975-nacional-y-oro-laminado-ensueno-15-75-_JM
MCO4223139052;"Anillo De 15 Años En Plata 975 Nacional Y Oro Laminado Tiara 15 7";ceremonia;0;1;0;0;185000;https://articulo.mercadolibre.com.co/MCO-4223139052-anillo-de-15-anos-en-plata-975-nacional-y-oro-laminado-tiara-15-7-_JM
MCO4223139044;"Anillo De 15 Años En Plata 975 Nacional Y Oro Laminado Ensueño 15 6";accesorios;0;1;0;0;185000;https://articulo.mercadolibre.com.co/MCO-4223139044-anillo-de-15-anos-en-plata-975-nacional-y-oro-laminado-ensueno-15-6-_JM
MCO4223139040;"Anillo De 15 Años En Plata 975 Nacional Y Oro Laminado Corona 5.5";ceremonia;0;1;0;0;185000;https://articulo.mercadolibre.com.co/MCO-4223139040-anillo-de-15-anos-en-plata-975-nacional-y-oro-laminado-corona-55-_JM
MCO4230741508;"Anillo En Plata 975 Para Mujer Promesa Elegante Nacional Plenitud 8";accesorios;0;1;0;0;125000;https://articulo.mercadolibre.com.co/MCO-4230741508-anillo-en-plata-975-para-mujer-promesa-elegante-nacional-plenitud-8-_JM
MCO4230741506;"Anillo En Plata 975 Para Mujer Promesa Elegante Nacional Confianza 8";accesorios;0;1;0;0;125000;https://articulo.mercadolibre.com.co/MCO-4230741506-anillo-en-plata-975-para-mujer-promesa-elegante-nacional-confianza-8-_JM
MCO4230704876;"Anillo En Plata 975 Para Mujer Promesa Elegante Nacional Ilusión 6.5";accesorios;0;1;0;0;125000;https://articulo.mercadolibre.com.co/MCO-4230704876-anillo-en-plata-975-para-mujer-promesa-elegante-nacional-ilusion-65-_JM
MCO4230704878;"Anillo En Plata 975 Para Mujer Promesa Elegante Nacional Destino 6.5";accesorios;0;1;0;0;125000;https://articulo.mercadolibre.com.co/MCO-4230704878-anillo-en-plata-975-para-mujer-promesa-elegante-nacional-destino-65-_JM
MCO4230741514;"Anillo En Plata 975 Para Mujer Promesa Elegante Nacional Confianza 6.5";accesorios;0;1;0;0;125000;https://articulo.mercadolibre.com.co/MCO-4230741514-anillo-en-plata-975-para-mujer-promesa-elegante-nacional-confianza-65-_JM
MCO4230738900;"Anillo De Promesa Para Mujer En Plata Y Oro 18k Laminado Promesa 7";accesorios;0;2;0;0;178000;https://articulo.mercadolibre.com.co/MCO-4230738900-anillo-de-promesa-para-mujer-en-plata-y-oro-18k-laminado-promesa-7-_JM
MCO4230704884;"Anillo En Plata 975 Para Mujer Promesa Elegante Nacional Destino 8";accesorios;0;1;0;0;125000;https://articulo.mercadolibre.com.co/MCO-4230704884-anillo-en-plata-975-para-mujer-promesa-elegante-nacional-destino-8-_JM
MCO4230702310;"Anillo De Promesa Para Mujer En Plata Y Oro 18k Laminado Anhelo 6";accesorios;0;1;0;0;178000;https://articulo.mercadolibre.com.co/MCO-4230702310-anillo-de-promesa-para-mujer-en-plata-y-oro-18k-laminado-anhelo-6-_JM
MCO4230702308;"Anillo De Promesa Para Mujer En Plata Y Oro 18k Laminado Entrega 6.5";accesorios;0;1;0;0;178000;https://articulo.mercadolibre.com.co/MCO-4230702308-anillo-de-promesa-para-mujer-en-plata-y-oro-18k-laminado-entrega-65-_JM
MCO4230652876;"Anillo De Promesa Para Mujer En Plata Y Oro 18k Laminado Promesa 6";accesorios;0;1;0;0;178000;https://articulo.mercadolibre.com.co/MCO-4230652876-anillo-de-promesa-para-mujer-en-plata-y-oro-18k-laminado-promesa-6-_JM
MCO4230652882;"Anillo De Promesa Para Mujer En Plata Y Oro 18k Laminado Anhelo 8";accesorios;0;1;0;0;178000;https://articulo.mercadolibre.com.co/MCO-4230652882-anillo-de-promesa-para-mujer-en-plata-y-oro-18k-laminado-anhelo-8-_JM
MCO4230655500;"Anillo En Plata 975 Para Mujer Promesa Elegante Nacional Ilusión 7.5";accesorios;0;1;0;0;125000;https://articulo.mercadolibre.com.co/MCO-4230655500-anillo-en-plata-975-para-mujer-promesa-elegante-nacional-ilusion-75-_JM
MCO4230652874;"Anillo De Promesa Para Mujer En Plata Y Oro 18k Laminado Eternidad 7";accesorios;0;1;0;0;178000;https://articulo.mercadolibre.com.co/MCO-4230652874-anillo-de-promesa-para-mujer-en-plata-y-oro-18k-laminado-eternidad-7-_JM
MCO2068278399;"Anillo Para Mujer Elegante Plata 975 Laminado Oro Estuche Nébula 6.5";accesorios;0;1;0;0;185000;https://articulo.mercadolibre.com.co/MCO-2068278399-anillo-para-mujer-elegante-plata-975-laminado-oro-estuche-nebula-65-_JM
MCO2068241443;"Anillo Para Mujer Elegante Plata 975 Laminado Oro Estuche Umbra 7.5";accesorios;0;1;0;0;185000;https://articulo.mercadolibre.com.co/MCO-2068241443-anillo-para-mujer-elegante-plata-975-laminado-oro-estuche-umbra-75-_JM
MCO2067988209;"Anillo De Plata 975 Laminado En Oro Para Hombre Con Zirconio Nemea 8.5";accesorios;0;3;0;0;198000;https://articulo.mercadolibre.com.co/MCO-2067988209-anillo-de-plata-975-laminado-en-oro-para-hombre-con-zirconio-nemea-85-_JM
MCO2068290713;"Anillo Para Mujer Elegante Plata 975 Laminado Oro Estuche Sideral 8";accesorios;0;1;0;0;185000;https://articulo.mercadolibre.com.co/MCO-2068290713-anillo-para-mujer-elegante-plata-975-laminado-oro-estuche-sideral-8-_JM
MCO2068278401;"Anillo Para Mujer Elegante Plata 975 Laminado Oro Estuche Órbita 7.5";accesorios;0;1;0;0;185000;https://articulo.mercadolibre.com.co/MCO-2068278401-anillo-para-mujer-elegante-plata-975-laminado-oro-estuche-orbita-75-_JM
MCO2068241445;"Anillo Para Mujer Elegante Plata 975 Laminado Oro Estuche Órbita 8";accesorios;0;1;0;0;185000;https://articulo.mercadolibre.com.co/MCO-2068241445-anillo-para-mujer-elegante-plata-975-laminado-oro-estuche-orbita-8-_JM
MCO2068241447;"Anillo Para Mujer Elegante Plata 975 Laminado Oro Estuche Órbita 8.5";accesorios;0;1;0;0;185000;https://articulo.mercadolibre.com.co/MCO-2068241447-anillo-para-mujer-elegante-plata-975-laminado-oro-estuche-orbita-85-_JM
MCO2068241449;"Anillo Para Mujer Elegante Plata 975 Laminado Oro Estuche Gravedad 8.5";accesorios;0;1;0;0;185000;https://articulo.mercadolibre.com.co/MCO-2068241449-anillo-para-mujer-elegante-plata-975-laminado-oro-estuche-gravedad-85-_JM
MCO2068290717;"Anillo Para Mujer Elegante Plata 975 Laminado Oro Estuche Umbra 8.5";accesorios;0;2;0;0;185000;https://articulo.mercadolibre.com.co/MCO-2068290717-anillo-para-mujer-elegante-plata-975-laminado-oro-estuche-umbra-85-_JM
MCO2068290719;"Anillo Para Mujer Elegante Plata 975 Laminado Oro Estuche Nébula 8";accesorios;0;1;0;0;185000;https://articulo.mercadolibre.com.co/MCO-2068290719-anillo-para-mujer-elegante-plata-975-laminado-oro-estuche-nebula-8-_JM
MCO2068278397;"Anillo Para Mujer Elegante Plata 975 Laminado Oro Estuche Nébula 7";accesorios;0;1;0;0;185000;https://articulo.mercadolibre.com.co/MCO-2068278397-anillo-para-mujer-elegante-plata-975-laminado-oro-estuche-nebula-7-_JM
MCO2068278395;"Anillo Para Mujer Elegante Plata 975 Laminado Oro Estuche Órbita 7";accesorios;0;1;0;0;185000;https://articulo.mercadolibre.com.co/MCO-2068278395-anillo-para-mujer-elegante-plata-975-laminado-oro-estuche-orbita-7-_JM
MCO2067925447;"Anillo De Plata 975 Laminado En Oro Para Hombre Con Zirconio Nemea 9";accesorios;0;1;0;0;198000;https://articulo.mercadolibre.com.co/MCO-2067925447-anillo-de-plata-975-laminado-en-oro-para-hombre-con-zirconio-nemea-9-_JM
MCO2067925445;"Anillo De Plata 975 Laminado En Oro Para Hombre Con Zirconio Zeus 11";accesorios;0;1;0;0;198000;https://articulo.mercadolibre.com.co/MCO-2067925445-anillo-de-plata-975-laminado-en-oro-para-hombre-con-zirconio-zeus-11-_JM
